adgroup_id,展示量,点击量,点击率百分比
72260,10,0,0.0
72496,3,0,0.0
72864,1,0,0.0
63405,6,0,0.0
64566,2,0,0.0
64629,1,0,0.0
65403,1,0,0.0
65852,1,0,0.0
67948,2,0,0.0
69858,21,0,0.0
70572,4,0,0.0
64977,5,0,0.0
67815,2,0,0.0
70032,4,0,0.0
70345,1,0,0.0
71430,1,0,0.0
73142,4,0,0.0
67262,1,0,0.0
68223,2,0,0.0
68695,19,0,0.0
68806,1,0,0.0
68986,11,0,0.0
69164,1,0,0.0
73074,1,0,0.0
64600,1,0,0.0
65582,9,0,0.0
65652,5,0,0.0
65739,1,0,0.0
67430,2,0,0.0
69961,1,0,0.0
70171,39,0,0.0
71297,1,0,0.0
72481,2,0,0.0
72660,4,0,0.0
65141,6,0,0.0
65143,4,0,0.0
65515,2,0,0.0
66321,1,0,0.0
66545,3,0,0.0
66549,1,0,0.0
66684,8,0,0.0
67332,1,0,0.0
68055,1,0,0.0
68251,1,0,0.0
68583,2,0,0.0
68677,1,0,0.0
71294,1,0,0.0
71943,8,0,0.0
64060,4,0,0.0
64680,1,0,0.0
65176,1,0,0.0
65759,1,0,0.0
65799,2,0,0.0
66655,21,0,0.0
67724,1,0,0.0
69709,1,0,0.0
70367,4,0,0.0
70972,1,0,0.0
71133,1,0,0.0
72759,1,0,0.0
64582,1,0,0.0
65619,1,0,0.0
65723,1,0,0.0
66736,8,0,0.0
67446,1,0,0.0
68675,70,0,0.0
68743,5,0,0.0
68745,1,0,0.0
68904,1,0,0.0
70712,11,0,0.0
72219,1,0,0.0
73118,1,0,0.0
73446,2,0,0.0
64289,2,0,0.0
64621,1,0,0.0
64762,1,0,0.0
68444,9,0,0.0
68783,7,0,0.0
72089,1,0,0.0
72669,3,0,0.0
65697,1,0,0.0
67035,10,0,0.0
67331,6,0,0.0
67686,7,0,0.0
68501,3,0,0.0
68865,2,0,0.0
69592,1,0,0.0
71418,1,0,0.0
71835,1,0,0.0
64292,1,0,0.0
64305,1,0,0.0
65727,10,0,0.0
65859,6,0,0.0
65889,1,0,0.0
66334,5,0,0.0
66683,9,0,0.0
67172,1,0,0.0
67677,5,0,0.0
69244,1,0,0.0
69516,3,0,0.0
70799,3,0,0.0
63600,2,0,0.0
65585,1,0,0.0
68000,3,0,0.0
68469,1,0,0.0
68615,1,0,0.0
69190,12,0,0.0
70045,3,0,0.0
73138,2,0,0.0
63484,3,0,0.0
64587,2,0,0.0
65671,1,0,0.0
67320,3,0,0.0
68452,3,0,0.0
68722,11,0,0.0
68891,1,0,0.0
69831,1,0,0.0
64416,5,0,0.0
64634,1,0,0.0
65029,12,0,0.0
65873,26,0,0.0
68669,1,0,0.0
68985,1,0,0.0
69253,5,0,0.0
69509,3,0,0.0
70269,9,0,0.0
72880,2,0,0.0
64952,1,0,0.0
65223,1,0,0.0
67918,47,0,0.0
69802,1,0,0.0
70657,1,0,0.0
71180,4,0,0.0
72411,3,0,0.0
73391,6,0,0.0
73504,2,0,0.0
66399,4,0,0.0
69047,3,0,0.0
71523,2,0,0.0
72398,1,0,0.0
63590,14,0,0.0
63654,10,0,0.0
65259,3,0,0.0
65733,1,0,0.0
65838,1,0,0.0
66101,1,0,0.0
66174,7,0,0.0
66228,1,0,0.0
66324,7,0,0.0
67505,13,0,0.0
68667,1,0,0.0
68935,1,0,0.0
70483,3,0,0.0
71823,4,0,0.0
63341,1,0,0.0
65137,12,0,0.0
66203,4,0,0.0
66270,32,0,0.0
68289,4,0,0.0
68309,10,0,0.0
68822,2,0,0.0
69062,2,0,0.0
69502,8,0,0.0
72767,6,0,0.0
65730,1,0,0.0
66303,1,0,0.0
68455,11,0,0.0
68854,2,0,0.0
69498,5,0,0.0
70548,1,0,0.0
71355,7,0,0.0
72264,1,0,0.0
72998,4,0,0.0
73267,1,0,0.0
63537,1,0,0.0
64710,3,0,0.0
68577,7,0,0.0
68630,8,0,0.0
69240,6,0,0.0
69345,17,0,0.0
69468,3,0,0.0
69549,11,0,0.0
69652,6,0,0.0
70066,1,0,0.0
71556,10,0,0.0
63478,12,0,0.0
64687,3,0,0.0
65833,1,0,0.0
66111,4,0,0.0
67402,1,0,0.0
68420,1,0,0.0
69354,2,0,0.0
69680,1,0,0.0
69980,1,0,0.0
70614,3,0,0.0
73054,3,0,0.0
64899,1,0,0.0
67328,1,0,0.0
68027,3,0,0.0
68629,2,0,0.0
69598,2,0,0.0
72226,1,0,0.0
72677,2,0,0.0
64664,1,0,0.0
69266,1,0,0.0
69944,1,0,0.0
70088,8,0,0.0
73202,1,0,0.0
63936,2,0,0.0
64207,6,0,0.0
65002,1,0,0.0
66047,1,0,0.0
67283,6,0,0.0
69025,14,0,0.0
69471,1,0,0.0
70004,44,0,0.0
72925,1,0,0.0
73512,1,0,0.0
63651,5,0,0.0
66165,1,0,0.0
67181,1,0,0.0
67520,1,0,0.0
67697,8,0,0.0
67834,1,0,0.0
68286,1,0,0.0
68547,4,0,0.0
72068,2,0,0.0
72506,1,0,0.0
63731,1,0,0.0
65145,1,0,0.0
65682,26,0,0.0
67042,1,0,0.0
67112,1,0,0.0
68020,1,0,0.0
68492,1,0,0.0
68543,21,0,0.0
69037,2,0,0.0
69213,2,0,0.0
69400,1,0,0.0
69976,7,0,0.0
70975,22,0,0.0
72358,2,0,0.0
72395,8,0,0.0
73245,4,0,0.0
63739,1,0,0.0
63834,32,0,0.0
67104,4,0,0.0
67266,1,0,0.0
70328,5,0,0.0
70846,6,0,0.0
71279,2,0,0.0
72924,20,0,0.0
73529,1,0,0.0
63502,9,0,0.0
63565,11,0,0.0
63740,1,0,0.0
63985,2,0,0.0
64091,4,0,0.0
64457,14,0,0.0
67563,7,0,0.0
68385,4,0,0.0
69006,5,0,0.0
70851,6,0,0.0
72872,23,0,0.0
73096,1,0,0.0
64633,1,0,0.0
65947,3,0,0.0
67280,4,0,0.0
67491,5,0,0.0
67553,1,0,0.0
67858,1,0,0.0
67954,5,0,0.0
69084,2,0,0.0
69675,3,0,0.0
71001,2,0,0.0
71224,1,0,0.0
72700,2,0,0.0
73006,1,0,0.0
73226,1,0,0.0
73272,26,0,0.0
64199,1,0,0.0
64419,1,0,0.0
64463,1,0,0.0
66253,3,0,0.0
67974,3,0,0.0
68825,13,0,0.0
71402,4,0,0.0
71573,1,0,0.0
72456,5,0,0.0
63783,1,0,0.0
63853,7,0,0.0
64070,6,0,0.0
64747,8,0,0.0
66103,1,0,0.0
66219,2,0,0.0
67202,1,0,0.0
68680,1,0,0.0
68864,3,0,0.0
72970,1,0,0.0
73180,2,0,0.0
63393,6,0,0.0
64202,4,0,0.0
65537,5,0,0.0
65939,12,0,0.0
66178,25,0,0.0
68448,1,0,0.0
69702,1,0,0.0
71575,16,0,0.0
72973,1,0,0.0
63352,1,0,0.0
65085,12,0,0.0
69140,2,0,0.0
70161,1,0,0.0
71802,3,0,0.0
72359,1,0,0.0
63430,1,0,0.0
63527,2,0,0.0
63856,4,0,0.0
64703,3,0,0.0
65144,16,0,0.0
66630,8,0,0.0
67851,9,0,0.0
67900,7,0,0.0
67952,1,0,0.0
67963,1,0,0.0
68780,2,0,0.0
69209,1,0,0.0
72172,2,0,0.0
72536,1,0,0.0
73428,2,0,0.0
64103,1,0,0.0
64991,1,0,0.0
65453,2,0,0.0
66925,1,0,0.0
67879,1,0,0.0
69673,3,0,0.0
70371,1,0,0.0
73163,1,0,0.0
63844,1,0,0.0
64282,10,0,0.0
65236,7,0,0.0
65829,1,0,0.0
66462,1,0,0.0
67048,1,0,0.0
67369,1,0,0.0
67763,1,0,0.0
69543,1,0,0.0
69981,1,0,0.0
72458,1,0,0.0
64782,5,0,0.0
67098,1,0,0.0
71101,1,0,0.0
71327,1,0,0.0
72453,3,0,0.0
72882,1,0,0.0
64168,3,0,0.0
64485,4,0,0.0
67176,6,0,0.0
67377,6,0,0.0
68851,1,0,0.0
69833,1,0,0.0
70523,23,0,0.0
71890,2,0,0.0
72658,12,0,0.0
72754,2,0,0.0
65214,2,0,0.0
65496,1,0,0.0
66254,1,0,0.0
70655,13,0,0.0
71059,1,0,0.0
71417,8,0,0.0
73030,41,0,0.0
64679,4,0,0.0
64867,1,0,0.0
65121,10,0,0.0
67380,1,0,0.0
67956,2,0,0.0
68607,2,0,0.0
69362,2,0,0.0
69686,3,0,0.0
70195,1,0,0.0
71245,10,0,0.0
71797,1,0,0.0
72099,6,0,0.0
73322,12,0,0.0
63704,2,0,0.0
64119,5,0,0.0
65022,4,0,0.0
65245,11,0,0.0
65302,1,0,0.0
68882,3,0,0.0
69070,7,0,0.0
69616,4,0,0.0
70526,1,0,0.0
71010,6,0,0.0
71383,1,0,0.0
71655,3,0,0.0
72121,3,0,0.0
63583,1,0,0.0
63855,1,0,0.0
64901,10,0,0.0
68127,2,0,0.0
70529,3,0,0.0
70926,32,0,0.0
71040,6,0,0.0
71232,11,0,0.0
72303,2,0,0.0
72362,2,0,0.0
73200,2,0,0.0
63554,11,0,0.0
63887,30,0,0.0
65292,7,0,0.0
72927,14,0,0.0
66005,1,0,0.0
66015,1,0,0.0
70070,7,0,0.0
65706,4,0,0.0
67307,1,0,0.0
67688,1,0,0.0
69043,4,0,0.0
69730,3,0,0.0
70915,2,0,0.0
71024,3,0,0.0
72494,4,0,0.0
74058,1,0,0.0
74166,4,0,0.0
74251,1,0,0.0
76493,1,0,0.0
79220,10,0,0.0
79361,4,0,0.0
82672,1,0,0.0
82730,1,0,0.0
83242,5,0,0.0
83861,1,0,0.0
75070,5,0,0.0
75620,1,0,0.0
79758,1,0,0.0
81284,1,0,0.0
82164,4,0,0.0
82385,3,0,0.0
82872,4,0,0.0
83702,1,0,0.0
83769,2,0,0.0
74097,1,0,0.0
74948,2,0,0.0
77939,1,0,0.0
79791,1,0,0.0
80315,4,0,0.0
81050,1,0,0.0
81137,1,0,0.0
81475,1,0,0.0
82459,1,0,0.0
74912,1,0,0.0
75541,2,0,0.0
76293,1,0,0.0
76739,22,0,0.0
77064,2,0,0.0
78269,5,0,0.0
78603,11,0,0.0
78645,8,0,0.0
78776,3,0,0.0
82835,6,0,0.0
82901,14,0,0.0
73571,5,0,0.0
75808,1,0,0.0
76310,2,0,0.0
77582,1,0,0.0
77999,1,0,0.0
78336,3,0,0.0
78622,1,0,0.0
79049,14,0,0.0
79248,5,0,0.0
79378,1,0,0.0
80122,9,0,0.0
80718,1,0,0.0
82681,6,0,0.0
76689,4,0,0.0
77032,1,0,0.0
77417,3,0,0.0
77706,1,0,0.0
80587,3,0,0.0
81761,1,0,0.0
83843,5,0,0.0
74556,1,0,0.0
74858,2,0,0.0
76095,3,0,0.0
76430,1,0,0.0
76636,1,0,0.0
77028,1,0,0.0
80378,2,0,0.0
80923,1,0,0.0
81023,1,0,0.0
83192,2,0,0.0
75722,1,0,0.0
75842,1,0,0.0
77225,1,0,0.0
78538,6,0,0.0
79419,1,0,0.0
79889,14,0,0.0
79915,1,0,0.0
80799,1,0,0.0
81215,1,0,0.0
74898,2,0,0.0
75523,6,0,0.0
76587,9,0,0.0
77210,1,0,0.0
78301,1,0,0.0
80355,1,0,0.0
82790,11,0,0.0
82969,2,0,0.0
83487,6,0,0.0
73788,2,0,0.0
74589,6,0,0.0
74592,1,0,0.0
79730,25,0,0.0
79843,1,0,0.0
83082,2,0,0.0
83298,3,0,0.0
83761,1,0,0.0
74312,1,0,0.0
75308,1,0,0.0
77383,1,0,0.0
77408,1,0,0.0
77737,1,0,0.0
77903,1,0,0.0
78105,2,0,0.0
78924,13,0,0.0
80179,35,0,0.0
82860,16,0,0.0
74714,18,0,0.0
75027,1,0,0.0
76403,1,0,0.0
77588,6,0,0.0
78364,1,0,0.0
81013,2,0,0.0
82026,3,0,0.0
83858,1,0,0.0
73600,1,0,0.0
73862,2,0,0.0
75304,1,0,0.0
75617,1,0,0.0
77167,4,0,0.0
78157,1,0,0.0
78492,2,0,0.0
78659,9,0,0.0
82116,1,0,0.0
74271,3,0,0.0
75367,28,0,0.0
76451,1,0,0.0
78298,1,0,0.0
78706,7,0,0.0
78753,5,0,0.0
80616,2,0,0.0
82749,1,0,0.0
78686,6,0,0.0
79863,6,0,0.0
81270,5,0,0.0
82392,2,0,0.0
82398,13,0,0.0
83385,11,0,0.0
83939,2,0,0.0
74131,3,0,0.0
75700,1,0,0.0
77639,4,0,0.0
77744,5,0,0.0
79389,20,0,0.0
80623,17,0,0.0
81370,1,0,0.0
83656,1,0,0.0
83854,1,0,0.0
83923,1,0,0.0
74701,26,0,0.0
74833,1,0,0.0
75639,1,0,0.0
76475,2,0,0.0
78664,1,0,0.0
79301,15,0,0.0
79711,3,0,0.0
79994,1,0,0.0
80168,1,0,0.0
80657,1,0,0.0
73815,1,0,0.0
73817,1,0,0.0
73952,2,0,0.0
74413,3,0,0.0
76367,21,0,0.0
77130,1,0,0.0
78089,7,0,0.0
78289,1,0,0.0
78556,8,0,0.0
80817,5,0,0.0
82543,6,0,0.0
83742,1,0,0.0
73972,4,0,0.0
75331,8,0,0.0
76114,6,0,0.0
77233,1,0,0.0
77315,4,0,0.0
77719,14,0,0.0
78141,1,0,0.0
81449,1,0,0.0
82572,16,0,0.0
82631,24,0,0.0
83354,2,0,0.0
74643,1,0,0.0
74660,4,0,0.0
74916,35,0,0.0
75061,28,0,0.0
75606,2,0,0.0
76029,1,0,0.0
77407,2,0,0.0
80672,1,0,0.0
81140,1,0,0.0
81400,4,0,0.0
81834,6,0,0.0
81839,26,0,0.0
83669,1,0,0.0
83695,1,0,0.0
77808,11,0,0.0
78188,15,0,0.0
78567,1,0,0.0
80639,2,0,0.0
80703,1,0,0.0
81011,2,0,0.0
82290,1,0,0.0
82977,2,0,0.0
74940,2,0,0.0
77434,4,0,0.0
80746,2,0,0.0
82161,1,0,0.0
83878,7,0,0.0
75315,1,0,0.0
77555,1,0,0.0
78239,11,0,0.0
79035,1,0,0.0
79882,1,0,0.0
80222,3,0,0.0
80625,1,0,0.0
82347,1,0,0.0
82349,2,0,0.0
82704,3,0,0.0
83867,3,0,0.0
84009,1,0,0.0
74124,2,0,0.0
78727,1,0,0.0
79239,2,0,0.0
79253,3,0,0.0
79847,1,0,0.0
82415,1,0,0.0
82583,4,0,0.0
82618,1,0,0.0
74119,1,0,0.0
75484,2,0,0.0
76222,1,0,0.0
76833,2,0,0.0
77548,1,0,0.0
78193,2,0,0.0
79415,2,0,0.0
80320,8,0,0.0
80632,1,0,0.0
81288,1,0,0.0
81384,11,0,0.0
81977,1,0,0.0
82162,10,0,0.0
82592,2,0,0.0
82612,4,0,0.0
83127,2,0,0.0
83827,3,0,0.0
75266,1,0,0.0
75669,1,0,0.0
75781,1,0,0.0
77165,2,0,0.0
77693,1,0,0.0
79376,1,0,0.0
79965,3,0,0.0
80083,23,0,0.0
80117,2,0,0.0
82104,25,0,0.0
83626,1,0,0.0
83665,2,0,0.0
74258,1,0,0.0
74365,4,0,0.0
74426,1,0,0.0
74517,1,0,0.0
75629,4,0,0.0
76896,2,0,0.0
79752,3,0,0.0
82665,1,0,0.0
74196,1,0,0.0
74282,5,0,0.0
75223,9,0,0.0
76504,1,0,0.0
77647,14,0,0.0
77993,4,0,0.0
78743,2,0,0.0
78834,24,0,0.0
83477,3,0,0.0
83993,2,0,0.0
74772,1,0,0.0
74990,1,0,0.0
76869,3,0,0.0
76928,4,0,0.0
79102,1,0,0.0
80046,6,0,0.0
81854,1,0,0.0
82304,1,0,0.0
77875,14,0,0.0
78531,2,0,0.0
78732,16,0,0.0
79690,21,0,0.0
79789,1,0,0.0
80693,1,0,0.0
80894,2,0,0.0
82421,4,0,0.0
82602,2,0,0.0
82839,10,0,0.0
73581,1,0,0.0
73642,5,0,0.0
74031,13,0,0.0
74769,1,0,0.0
76908,1,0,0.0
76999,4,0,0.0
77947,5,0,0.0
81157,1,0,0.0
82657,9,0,0.0
83158,3,0,0.0
73786,1,0,0.0
77120,4,0,0.0
77182,2,0,0.0
78173,1,0,0.0
78350,2,0,0.0
80053,1,0,0.0
81313,2,0,0.0
81791,2,0,0.0
83092,1,0,0.0
74738,7,0,0.0
75850,1,0,0.0
77907,2,0,0.0
79357,11,0,0.0
80592,14,0,0.0
81599,1,0,0.0
82825,2,0,0.0
82854,1,0,0.0
83026,1,0,0.0
83440,1,0,0.0
73994,20,0,0.0
75502,1,0,0.0
76414,1,0,0.0
77019,2,0,0.0
78194,2,0,0.0
78962,10,0,0.0
82166,7,0,0.0
75724,3,0,0.0
78414,1,0,0.0
80580,1,0,0.0
80960,2,0,0.0
83247,7,0,0.0
83919,27,0,0.0
73746,6,0,0.0
74392,2,0,0.0
74725,1,0,0.0
74778,1,0,0.0
74810,6,0,0.0
75490,4,0,0.0
76502,1,0,0.0
76594,5,0,0.0
77267,38,0,0.0
77341,4,0,0.0
77789,7,0,0.0
77995,1,0,0.0
79237,1,0,0.0
79287,1,0,0.0
79986,1,0,0.0
80214,6,0,0.0
83106,1,0,0.0
83258,6,0,0.0
83510,1,0,0.0
75185,15,0,0.0
75823,1,0,0.0
76622,1,0,0.0
77155,2,0,0.0
77804,2,0,0.0
77991,6,0,0.0
78460,1,0,0.0
78746,2,0,0.0
79083,1,0,0.0
79527,3,0,0.0
79867,14,0,0.0
80475,6,0,0.0
81592,3,0,0.0
81693,4,0,0.0
83239,1,0,0.0
83694,1,0,0.0
74085,2,0,0.0
75103,34,0,0.0
76792,20,0,0.0
78266,1,0,0.0
82030,1,0,0.0
82520,1,0,0.0
83067,2,0,0.0
83680,1,0,0.0
74949,1,0,0.0
75516,1,0,0.0
76307,2,0,0.0
76325,2,0,0.0
76380,4,0,0.0
76629,2,0,0.0
79032,1,0,0.0
79515,1,0,0.0
79876,1,0,0.0
80904,8,0,0.0
80915,7,0,0.0
81616,5,0,0.0
82856,1,0,0.0
83449,1,0,0.0
74109,1,0,0.0
75626,1,0,0.0
75988,1,0,0.0
76273,3,0,0.0
76443,1,0,0.0
78941,2,0,0.0
80252,1,0,0.0
83273,14,0,0.0
83464,1,0,0.0
74860,4,0,0.0
76061,2,0,0.0
77520,1,0,0.0
78355,4,0,0.0
79453,1,0,0.0
80574,1,0,0.0
80824,1,0,0.0
82034,8,0,0.0
83711,3,0,0.0
74886,1,0,0.0
76995,5,0,0.0
79735,1,0,0.0
80584,1,0,0.0
82577,1,0,0.0
83048,3,0,0.0
83833,3,0,0.0
74057,2,0,0.0
74479,6,0,0.0
75592,1,0,0.0
75695,2,0,0.0
76115,14,0,0.0
76141,4,0,0.0
77772,1,0,0.0
78065,2,0,0.0
78591,45,0,0.0
78985,3,0,0.0
80340,2,0,0.0
81609,4,0,0.0
81668,3,0,0.0
81745,1,0,0.0
82714,1,0,0.0
83047,6,0,0.0
83241,5,0,0.0
83254,1,0,0.0
73734,1,0,0.0
73833,1,0,0.0
74974,1,0,0.0
76244,4,0,0.0
79948,1,0,0.0
81148,6,0,0.0
81756,1,0,0.0
82136,2,0,0.0
82218,3,0,0.0
75438,11,0,0.0
77062,1,0,0.0
77884,1,0,0.0
78843,1,0,0.0
81246,2,0,0.0
81265,1,0,0.0
81488,15,0,0.0
75744,1,0,0.0
77604,3,0,0.0
78067,3,0,0.0
80542,2,0,0.0
81051,1,0,0.0
81824,9,0,0.0
81860,1,0,0.0
82079,1,0,0.0
82638,1,0,0.0
83610,1,0,0.0
76419,3,0,0.0
76564,24,0,0.0
76933,6,0,0.0
78160,1,0,0.0
78517,1,0,0.0
78761,3,0,0.0
79675,21,0,0.0
79718,1,0,0.0
80129,3,0,0.0
81361,1,0,0.0
73678,1,0,0.0
73861,1,0,0.0
74537,2,0,0.0
76561,1,0,0.0
77195,14,0,0.0
77345,1,0,0.0
78111,4,0,0.0
78935,1,0,0.0
79380,5,0,0.0
81189,2,0,0.0
83592,7,0,0.0
75552,1,0,0.0
75678,3,0,0.0
76835,1,0,0.0
76992,1,0,0.0
77919,1,0,0.0
79348,1,0,0.0
79509,1,0,0.0
80272,1,0,0.0
83712,3,0,0.0
74526,47,0,0.0
74694,24,0,0.0
76274,3,0,0.0
76542,1,0,0.0
80349,10,0,0.0
81566,1,0,0.0
82272,7,0,0.0
83252,22,0,0.0
83324,2,0,0.0
83379,4,0,0.0
74624,2,0,0.0
75454,1,0,0.0
75703,1,0,0.0
76057,15,0,0.0
76534,3,0,0.0
76558,1,0,0.0
76799,1,0,0.0
78477,5,0,0.0
83759,1,0,0.0
73564,20,0,0.0
74548,9,0,0.0
75353,2,0,0.0
76693,1,0,0.0
78521,17,0,0.0
79042,10,0,0.0
81822,5,0,0.0
83093,17,0,0.0
83788,2,0,0.0
74783,18,0,0.0
74908,1,0,0.0
75723,13,0,0.0
75775,1,0,0.0
75825,2,0,0.0
75893,1,0,0.0
76426,1,0,0.0
78852,3,0,0.0
79696,1,0,0.0
81027,8,0,0.0
81154,1,0,0.0
81570,1,0,0.0
83662,8,0,0.0
83934,2,0,0.0
75340,1,0,0.0
76281,1,0,0.0
77883,1,0,0.0
79732,51,0,0.0
81852,14,0,0.0
81994,1,0,0.0
82384,4,0,0.0
76429,7,0,0.0
78346,1,0,0.0
79001,1,0,0.0
81183,1,0,0.0
81348,9,0,0.0
81403,4,0,0.0
81889,15,0,0.0
74231,1,0,0.0
75101,2,0,0.0
75518,13,0,0.0
76052,10,0,0.0
76122,13,0,0.0
76936,1,0,0.0
77615,2,0,0.0
78264,1,0,0.0
78367,2,0,0.0
79501,3,0,0.0
79587,6,0,0.0
80064,3,0,0.0
80530,1,0,0.0
80706,2,0,0.0
81033,36,0,0.0
81494,2,0,0.0
83227,1,0,0.0
83885,3,0,0.0
83889,3,0,0.0
73881,1,0,0.0
73936,2,0,0.0
76711,3,0,0.0
77984,4,0,0.0
79681,1,0,0.0
81557,1,0,0.0
82249,12,0,0.0
82552,6,0,0.0
82876,2,0,0.0
83131,3,0,0.0
75230,1,0,0.0
75654,14,0,0.0
75947,1,0,0.0
76797,1,0,0.0
77200,1,0,0.0
78463,2,0,0.0
78961,5,0,0.0
79142,1,0,0.0
81084,1,0,0.0
83058,4,0,0.0
83908,1,0,0.0
74317,1,0,0.0
74361,1,0,0.0
74491,2,0,0.0
74917,2,0,0.0
75199,1,0,0.0
77127,5,0,0.0
77276,1,0,0.0
78887,2,0,0.0
79278,9,0,0.0
79305,29,0,0.0
80716,1,0,0.0
81620,1,0,0.0
82223,3,0,0.0
74246,15,0,0.0
75123,1,0,0.0
75694,2,0,0.0
76263,1,0,0.0
76699,2,0,0.0
78253,3,0,0.0
80030,20,0,0.0
82413,21,0,0.0
82440,4,0,0.0
83945,46,0,0.0
74039,1,0,0.0
74218,1,0,0.0
75045,1,0,0.0
75566,3,0,0.0
78069,1,0,0.0
79193,4,0,0.0
79475,3,0,0.0
81064,12,0,0.0
82979,1,0,0.0
83998,2,0,0.0
74458,1,0,0.0
74884,4,0,0.0
76196,3,0,0.0
76619,3,0,0.0
77537,1,0,0.0
78182,2,0,0.0
81081,6,0,0.0
82012,2,0,0.0
83625,1,0,0.0
74314,11,0,0.0
75273,1,0,0.0
76420,4,0,0.0
76645,1,0,0.0
80383,1,0,0.0
80603,6,0,0.0
81684,7,0,0.0
82083,8,0,0.0
83008,1,0,0.0
83990,2,0,0.0
74206,2,0,0.0
74523,1,0,0.0
74653,12,0,0.0
74669,1,0,0.0
77335,5,0,0.0
77852,5,0,0.0
77964,39,0,0.0
79452,1,0,0.0
80220,52,0,0.0
80336,1,0,0.0
80829,8,0,0.0
81829,6,0,0.0
82376,1,0,0.0
82484,4,0,0.0
82541,13,0,0.0
83581,1,0,0.0
73953,2,0,0.0
74199,1,0,0.0
74230,10,0,0.0
74591,4,0,0.0
74869,8,0,0.0
76402,6,0,0.0
76582,4,0,0.0
78627,2,0,0.0
79541,1,0,0.0
79963,2,0,0.0
81304,20,0,0.0
82954,1,0,0.0
83275,1,0,0.0
73948,10,0,0.0
74137,3,0,0.0
74350,4,0,0.0
77869,1,0,0.0
78221,2,0,0.0
80517,1,0,0.0
81127,1,0,0.0
81368,40,0,0.0
81884,5,0,0.0
82128,1,0,0.0
82680,1,0,0.0
83233,1,0,0.0
73691,2,0,0.0
74480,1,0,0.0
75450,32,0,0.0
77018,1,0,0.0
77203,1,0,0.0
77676,3,0,0.0
79213,1,0,0.0
79664,5,0,0.0
80887,1,0,0.0
82289,18,0,0.0
83419,2,0,0.0
83575,3,0,0.0
83585,8,0,0.0
83655,6,0,0.0
73775,1,0,0.0
75671,1,0,0.0
75711,1,0,0.0
76025,2,0,0.0
77054,1,0,0.0
77326,4,0,0.0
77381,3,0,0.0
77625,1,0,0.0
77799,2,0,0.0
79395,2,0,0.0
79959,17,0,0.0
80045,3,0,0.0
80467,1,0,0.0
81367,6,0,0.0
82475,6,0,0.0
82607,4,0,0.0
82615,5,0,0.0
83329,3,0,0.0
84015,8,0,0.0
73697,2,0,0.0
75048,2,0,0.0
76801,7,0,0.0
77213,3,0,0.0
80195,4,0,0.0
81380,1,0,0.0
83485,3,0,0.0
74229,1,0,0.0
74734,4,0,0.0
75646,1,0,0.0
76098,1,0,0.0
76413,1,0,0.0
77061,1,0,0.0
77126,3,0,0.0
77154,3,0,0.0
77480,7,0,0.0
77621,2,0,0.0
77974,1,0,0.0
80292,1,0,0.0
81456,2,0,0.0
82142,3,0,0.0
82501,5,0,0.0
82525,2,0,0.0
84022,20,0,0.0
73835,4,0,0.0
73909,2,0,0.0
74905,2,0,0.0
76705,8,0,0.0
77111,1,0,0.0
77372,3,0,0.0
78177,18,0,0.0
78934,3,0,0.0
80774,2,0,0.0
81876,37,0,0.0
83454,6,0,0.0
73988,8,0,0.0
74050,1,0,0.0
75204,5,0,0.0
78251,1,0,0.0
81280,4,0,0.0
81378,4,0,0.0
81514,2,0,0.0
81622,1,0,0.0
81682,1,0,0.0
81813,3,0,0.0
82004,1,0,0.0
82535,4,0,0.0
83133,1,0,0.0
73863,2,0,0.0
73873,10,0,0.0
75225,1,0,0.0
78169,2,0,0.0
78528,1,0,0.0
82506,82,0,0.0
83767,3,0,0.0
73664,6,0,0.0
74299,1,0,0.0
74503,2,0,0.0
74748,5,0,0.0
75379,5,0,0.0
76135,4,0,0.0
77332,5,0,0.0
77769,1,0,0.0
78413,5,0,0.0
79110,5,0,0.0
81550,6,0,0.0
82197,6,0,0.0
83739,1,0,0.0
84003,2,0,0.0
73657,1,0,0.0
73864,4,0,0.0
75726,4,0,0.0
79418,1,0,0.0
79437,3,0,0.0
82278,2,0,0.0
82356,2,0,0.0
82990,5,0,0.0
74564,15,0,0.0
75706,1,0,0.0
75801,26,0,0.0
75953,3,0,0.0
76220,1,0,0.0
76780,4,0,0.0
77148,3,0,0.0
77635,2,0,0.0
78333,2,0,0.0
79070,4,0,0.0
79249,2,0,0.0
80893,1,0,0.0
81257,1,0,0.0
82243,24,0,0.0
82264,8,0,0.0
82283,4,0,0.0
82402,7,0,0.0
82748,4,0,0.0
83212,1,0,0.0
83780,3,0,0.0
83983,1,0,0.0
74891,3,0,0.0
76669,1,0,0.0
76959,6,0,0.0
77140,2,0,0.0
78813,2,0,0.0
78872,13,0,0.0
80860,1,0,0.0
81338,1,0,0.0
81901,21,0,0.0
74065,1,0,0.0
76319,3,0,0.0
77301,1,0,0.0
77802,3,0,0.0
78568,2,0,0.0
79000,5,0,0.0
80319,29,0,0.0
81470,12,0,0.0
82225,1,0,0.0
82445,1,0,0.0
83314,4,0,0.0
83791,1,0,0.0
74616,1,0,0.0
75811,1,0,0.0
75829,1,0,0.0
75958,7,0,0.0
77626,1,0,0.0
77982,1,0,0.0
74248,1,0,0.0
74293,1,0,0.0
75818,1,0,0.0
76162,15,0,0.0
76309,3,0,0.0
76853,5,0,0.0
77379,5,0,0.0
78781,1,0,0.0
78966,1,0,0.0
